first_name,last_name,email,sold_at,make,model,value
Jennifer,Brooks,j_m@aol.com,2010-03-03T15:35:44.913+04:00,Mercedes-Benz,600 SEC,2212.769979
Kelsey,Flores,kelseymarieflores@outlook.com,2015-10-23T03:43:21.313+04:00,Pontiac,Trans Sport,27172.98058
Robert,Moore,rmoore@hotmail.com,2011-05-03T01:10:41.451+04:00,MAZDA,CX-5,51225.36553
Evelyn,Perry,e.perry@hotmail.com,2021-01-16T20:47:40.664+04:00,MAZDA,B-Series Cab Plus,84520.21869
Allison,Torres,allisonmichelletorres@hotmail.com,2016-01-28T23:06:25.569+04:00,Ford,Transit 150 Wagon,6874.305178
Richard,Peterson,r.l.peterson33@rocketmail.com,2010-03-20T10:10:01.962+04:00,Toyota,Prius,26624.50909
Courtney,Flores,clflores@hotmail.com,2021-03-10T22:24:58.018+04:00,Chevrolet,Silverado 2500 HD Regular Cab,92.35437817
Samantha,Diaz,samantha73@rocketmail.com,2013-09-08T07:04:49.727+04:00,Volkswagen,Tiguan,4236.347785
Alexandra,Hughes,ahughes@aol.com,2013-10-19T23:54:56.777+04:00,Lincoln,Navigator,41175.38992
James,Lee,jameslee@live.com,2018-11-30T06:03:17.975+04:00,Kia,Sephia,75719.39294
Benjamin,Peterson,benjamin.r.peterson@yahoo.com,2020-10-12T09:25:24.608+04:00,smart,fortwo,12566.80926
Jennifer,Hall,jennifer.hall69@ymail.com,2016-11-04T20:38:33.523+04:00,Toyota,RAV4,7690.194441
Thomas,Jones,thomas_d_jones@gmail.com,2012-11-04T00:25:22.867+04:00,MINI,Cooper,12796.91249
Laura,Butler,laura.j.butler@rocketmail.com,2022-02-10T23:53:22.306+04:00,BMW,i3,35887.29698
Olivia,Adams,o.adams@yahoo.com,2020-03-09T13:25:11.891+04:00,Freightliner,Sprinter 2500 Cargo,66233.26661
Alyssa,Henderson,a.l.henderson96@live.com,2013-04-02T23:37:09.016+04:00,Ford,Probe,15464.82796
Victoria,Bailey,v.bailey@yahoo.com,2022-08-25T16:30:59.672+04:00,Land Rover,LR4,58349.77623
Amber,Hayes,a.m.hayes@gmail.com,2012-12-07T14:49:38.471+04:00,Honda,Accord,15424.80724
Julian,Williams,julian_williams@hotmail.com,2018-12-30T18:32:40.900+04:00,GMC,Sierra 2500 HD Extended Cab,41116.1304
Sebastian,Martin,smartin@live.com,2015-08-05T11:38:35.144+04:00,Ford,Transit 150 Van,1663.13085
Victoria,King,v_king@live.com,2012-11-01T00:52:26.053+04:00,Honda,CR-V,32544.39336
Audrey,Taylor,a_i_taylor98@hotmail.com,2015-11-06T11:54:12.867+04:00,Hyundai,Genesis,13129.87034
Tyler,Ross,t.f.ross@outlook.com,2017-03-15T17:09:17.815+04:00,MAZDA,Millenia,1996.03395
Emily,Lopez,e_lopez@outlook.com,2019-12-28T02:53:53.726+04:00,Cadillac,Escalade,4532.867327
Erin,Rodriguez,e_r_rodriguez@live.com,2018-02-19T06:43:22.197+04:00,GMC,Yukon XL 2500,7381.502039
Rachel,Flores,rachelmarieflores@gmail.com,2022-06-18T22:15:23.723+04:00,Chevrolet,Silverado 1500 Regular Cab,84382.33601
Sophia,Jackson,sophia_jackson@hotmail.com,2022-03-19T04:16:11.874+04:00,INFINITI,FX,49085.86148
Samantha,Washington,samantha@gmail.com,2022-08-17T21:06:49.931+04:00,Chrysler,Town & Country,81054.70321
Sophia,Mitchell,s.mitchell@aol.com,2013-12-15T04:58:42.212+04:00,Audi,allroad,16418.66067
Kimberly,Thomas,kjthomas@gmail.com,2010-05-19T01:24:04.090+04:00,Cadillac,Eldorado,17702.52278
Alyssa,Ramirez,alyssa_ramirez@gmail.com,2014-05-20T22:36:40.896+04:00,Dodge,Durango,26601.71314
Sebastian,Bailey,sebastian.alan.bailey@live.com,2019-04-25T14:22:41.969+04:00,Chevrolet,Silverado 1500 Double Cab,17131.03855
Tiffany,Anderson,tiffany@yahoo.com,2012-08-15T11:56:22.771+04:00,Lincoln,Navigator L,59758.8378
Tiffany,Mitchell,tiffany_ann_mitchell@rocketmail.com,2015-12-12T07:28:19.868+04:00,Lincoln,Navigator,64331.9973
Sara,Taylor,s_taylor@rocketmail.com,2010-11-04T08:11:23.452+04:00,Scion,iQ,28731.32292
Natalie,Collins,nataliecollins@gmail.com,2011-03-30T14:07:23.140+04:00,Buick,Enclave,32324.34269
Grace,Robinson,grobinson@yahoo.com,2019-06-16T09:39:31.863+04:00,Toyota,Regular Cab,55327.49378
Grace,Rodriguez,gracerodriguez39@ymail.com,2017-01-14T09:12:19.617+04:00,Jeep,Grand Cherokee,3126.215702
Evelyn,Parker,evelyn@yahoo.com,2021-02-11T12:15:02.360+04:00,MAZDA,CX-5,5003.895049
Austin,Miller,austin.miller46@live.com,2016-01-12T22:43:38.246+04:00,Volvo,S40,16926.08967
Sofia,Howard,showard@outlook.com,2015-05-30T15:51:14.598+04:00,Lincoln,MKC,18281.97734
Nicholas,Garcia,nagarcia@outlook.com,2013-02-12T05:16:25.467+04:00,Lincoln,MKX,37348.33672
Samuel,Wilson,s_g_wilson@yahoo.com,2011-06-27T05:22:31.217+04:00,Lotus,Evora,3890.250816
Erin,Thompson,e_thompson46@ymail.com,2015-12-13T16:51:55.652+04:00,Ferrari,F430,17232.96529
Christina,Washington,christina_washington@gmail.com,2019-08-10T21:04:34.819+04:00,GMC,Sierra 2500 HD Double Cab,10695.72805
Ethan,Harris,e_w_harris@yahoo.com,2017-09-03T02:24:44.770+04:00,Audi,RS 7,10208.71327
Eric,Moore,eric.g@yahoo.com,2021-05-09T12:46:34.746+04:00,Chevrolet,Aveo,56320.90565
Brianna,Powell,briannapowell@live.com,2021-09-14T18:50:28.907+04:00,Dodge,Charger,15154.47912
Mark,Lewis,marklewis95@hotmail.com,2017-10-29T19:32:48.579+04:00,Isuzu,Spacecab,937.1855071
Brittany,Collins,b_collins@hotmail.com,2021-01-03T04:44:33.548+04:00,Saturn,Ion,26900.251
Taylor,Diaz,t_m_diaz@ymail.com,2012-03-18T10:21:47.063+04:00,Audi,S4,16780.6622
Alexander,Bell,a_bell@rocketmail.com,2018-11-23T14:53:12.911+04:00,Ford,Expedition,62816.04018
Melissa,Ramirez,m_ramirez60@rocketmail.com,2013-09-18T18:11:49.937+04:00,Chevrolet,S10 Blazer,54486.83591
Alexis,James,alexisgjames@live.com,2014-01-01T02:56:34.676+04:00,Audi,TT,86.99828034
David,Peterson,d_peterson@aol.com,2014-04-24T16:10:45.353+04:00,Toyota,Sequoia,3388.434835
Maria,Peterson,m_peterson@gmail.com,2015-10-29T14:19:30.520+04:00,Hyundai,Elantra,26340.59956
Timothy,Carter,timothycarter68@ymail.com,2021-06-22T21:28:35.240+04:00,MAZDA,B-Series Regular Cab,11407.70145
Maria,Parker,m_parker@outlook.com,2015-04-04T23:54:37.027+04:00,Mitsubishi,Mirage G4,13694.42148
Kaitlyn,James,k_l_james16@hotmail.com,2013-04-28T11:23:44.283+04:00,Chevrolet,Astro Passenger,6911.691064
Haley,Lopez,haley_lopez@aol.com,2010-07-18T17:41:24.240+04:00,MAZDA,MX-5 Miata RF,19168.0432
Timothy,Long,timothylong@yahoo.com,2014-02-16T16:10:48.673+04:00,Toyota,Previa,34329.9171
Joshua,Butler,joshua_w_butler@hotmail.com,2016-11-20T18:33:34.005+04:00,Nissan,370Z,11640.70474
Sebastian,Simmons,ssimmons@hotmail.com,2010-12-28T17:39:47.772+04:00,Chevrolet,S10 Regular Cab,20303.89191
Ashley,Roberts,ashley_a_roberts@outlook.com,2017-10-05T14:19:52.458+04:00,Dodge,Journey,7791.109678
Oliver,Hernandez,oliver45@ymail.com,2017-12-20T11:05:14.590+04:00,Ford,F350 Super Duty Regular Cab,37863.03973
Claire,Edwards,ce@ymail.com,2016-10-31T05:28:13.050+04:00,Toyota,FJ Cruiser,53259.58164
Hannah,Thomas,h_r_thomas65@ymail.com,2014-04-15T18:17:41.653+04:00,Dodge,Dynasty,6269.748268
Haley,Robinson,haley_robinson@ymail.com,2018-11-29T14:52:18.984+04:00,GMC,Sierra 2500 HD Extended Cab,32089.01836
Julian,Lewis,j_r_lewis@rocketmail.com,2013-09-18T14:37:00.911+04:00,INFINITI,QX70,11487.22598
Michelle,Hall,michelle_hall@live.com,2012-06-23T10:49:50.010+04:00,GMC,Savana 1500 Cargo,34832.85859
Amelia,Miller,a.m.miller@outlook.com,2016-11-07T09:29:55.313+04:00,Chevrolet,Express 2500 Cargo,4312.037801
Sarah,Bennett,sarah@live.com,2013-04-14T23:47:18.204+04:00,GMC,Acadia,3146.262989
Alexander,Johnson,ajohnson64@aol.com,2016-04-30T07:40:25.203+04:00,BMW,M,5958.9236
Amelia,Perez,a.f@ymail.com,2013-03-16T19:54:33.331+04:00,GMC,Sierra 2500 HD Crew Cab,36871.45448
Charlotte,Howard,c_howard@yahoo.com,2014-11-15T19:13:37.096+04:00,Mercedes-Benz,Sprinter 2500 Crew,53852.94178
Aiden,Russell,aiden.m.russell@yahoo.com,2020-11-07T00:24:14.210+04:00,Toyota,86,1111.459011
Kevin,Lopez,kevin.scott@live.com,2013-05-19T17:18:41.901+04:00,Ford,Transit Connect Cargo,17494.47999
Christopher,Young,c_s_young@yahoo.com,2017-09-25T03:07:11.445+04:00,Subaru,Forester,10210.39331
Joshua,Young,jyoung@hotmail.com,2019-08-12T16:19:09.641+04:00,Audi,S4,22786.05172
Brandon,Diaz,badiaz@aol.com,2019-07-16T04:16:13.608+04:00,BMW,X4,34039.16857
Brittany,Simmons,b_simmons@aol.com,2022-05-29T18:24:51.479+04:00,Chrysler,200,84622.02126
Timothy,Nelson,tr@live.com,2010-04-24T12:33:21.323+04:00,Volkswagen,Passat,29809.65365
Taylor,Washington,taylor.j30@live.com,2015-11-12T15:23:37.379+04:00,Pontiac,Bonneville,18895.36716
Laura,Murphy,l.murphy@yahoo.com,2018-01-15T01:45:21.292+04:00,Kia,K900,3399.1149
Lauren,Bailey,lkbailey@rocketmail.com,2011-08-14T15:00:02.288+04:00,Toyota,Yaris iA,30084.56432
Alexandra,Gray,alexandra@gmail.com,2020-07-10T07:28:12.667+04:00,Isuzu,Stylus,24385.51406
Sofia,Collins,sacollins@aol.com,2011-10-24T17:12:24.116+04:00,Suzuki,Verona,2001.086308
Abigail,Patterson,abigail.mae.patterson@ymail.com,2018-03-20T21:22:49.815+04:00,GMC,Savana 2500 Cargo,8014.026088
Claire,James,cmjames@outlook.com,2011-03-11T00:56:04.851+04:00,Hyundai,Azera,56213.85347
Danielle,Wright,danielle_ruth_wright@outlook.com,2022-02-13T21:47:13.083+04:00,Dodge,Caravan Cargo,35548.24905
Theodore,Smith,theodore.r.smith@rocketmail.com,2012-07-02T21:02:05.762+04:00,Hyundai,Sonata,8577.688733
Jasmine,Russell,jrussell78@hotmail.com,2011-06-04T10:29:45.489+04:00,Subaru,Crosstrek,24285.29513
Andrew,Morgan,andrewrichardmorgan@outlook.com,2014-02-14T04:30:24.208+04:00,BMW,5 Series,51205.97611
Timothy,Williams,timothywilliams@outlook.com,2016-11-09T22:20:10.013+04:00,Mitsubishi,Raider Extended Cab,12465.82698
Olivia,Anderson,o_l@outlook.com,2011-12-24T09:40:19.131+04:00,Nissan,Titan Crew Cab,41432.22243
Aiden,Jackson,aiden_jackson23@gmail.com,2019-06-07T01:56:41.923+04:00,Saab,900,14997.08236
Nicholas,Thomas,nicholas_thomas@hotmail.com,2011-08-11T18:40:12.030+04:00,Toyota,Sienna,9996.882889
Sebastian,Perry,s.perry@ymail.com,2017-06-05T13:30:04.176+04:00,Pontiac,Trans Sport,41300.15563
Brian,Collins,brian.h@outlook.com,2013-09-10T14:52:04.888+04:00,Cadillac,CTS,5521.605969
Olivia,Hayes,o.r.hayes80@yahoo.com,2019-10-06T19:36:42.375+04:00,Kia,Forte,54855.70638
Jose,Campbell,josescottcampbell@ymail.com,2020-07-03T12:58:36.974+04:00,Mitsubishi,Outlander Sport,10092.77552
Charles,Watson,charles_watson@yahoo.com,2017-05-15T13:23:38.375+04:00,Buick,Century,11205.9407
James,Adams,james.anthony.adams74@live.com,2014-05-12T14:51:58.535+04:00,Chevrolet,Sonic,2468.783655
Melissa,Simmons,melissasimmons@yahoo.com,2017-03-05T02:56:20.574+04:00,Cadillac,Escalade ESV,47918.64166
Alexandra,Russell,alexandra.s@live.com,2017-10-11T04:20:51.191+04:00,Cadillac,CTS,51950.85552
Andrew,Davis,andrew.davis@outlook.com,2017-04-13T10:28:34.730+04:00,Acura,RSX,70842.12792
Danielle,Washington,daniellewashington@outlook.com,2021-08-08T11:34:36.163+04:00,Chevrolet,Equinox,37446.98033
Isabella,Collins,imcollins@hotmail.com,2020-12-28T14:16:44.307+04:00,MINI,Hardtop,10796.79708
Anna,Hernandez,a_hernandez@hotmail.com,2018-03-25T03:33:37.055+04:00,Hyundai,Elantra,8563.226295
Jasmine,Hall,jasmine_may@live.com,2019-12-02T20:25:48.107+04:00,Dodge,Sprinter 2500 Cargo,49536.24209
Courtney,Barnes,courtney@hotmail.com,2022-09-10T07:51:31.166+04:00,Suzuki,Swift,9600.921458
Michelle,Coleman,michelle.ruth@aol.com,2019-05-02T20:08:58.019+04:00,Chevrolet,Suburban 2500,41207.60494
Megan,Bryant,megan_nicole_bryant@hotmail.com,2021-11-24T04:37:39.470+04:00,MAZDA,B-Series Regular Cab,10568.21229
Amber,Flores,a_f_flores@hotmail.com,2020-02-23T12:06:07.763+04:00,Isuzu,Stylus,11680.64642
Jennifer,Cook,jcook41@gmail.com,2013-06-07T06:59:51.475+04:00,MINI,Clubman,21306.27239
Richard,Hill,r_hill@hotmail.com,2020-11-28T08:13:26.215+04:00,BMW,Z3,6989.435422
Elizabeth,Patterson,e_patterson@aol.com,2017-03-06T15:38:21.030+04:00,Oldsmobile,88,14361.51119
John,Griffin,john_griffin@rocketmail.com,2021-07-30T00:52:24.510+04:00,Dodge,Ram 2500 Regular Cab,67346.07395
Katherine,Jones,k.jones73@yahoo.com,2011-11-27T19:50:42.510+04:00,Jeep,Cherokee,18998.34043
Gabriel,Bennett,gabennett@hotmail.com,2019-12-10T02:15:16.244+04:00,Lincoln,Navigator L,949.2412556
Hannah,Bell,h.bell@yahoo.com,2015-06-30T03:49:51.389+04:00,Dodge,Dakota Quad Cab,26899.03491
Mary,Thomas,maryrthomas@hotmail.com,2020-11-30T10:26:48.119+04:00,Honda,Civic,53255.00862
Joseph,Sanders,j_c_sanders@aol.com,2014-11-02T02:21:06.547+04:00,Buick,Regal,48459.99607
Nathan,Baker,nathan@hotmail.com,2018-12-06T02:32:42.373+04:00,Ford,F150 Super Cab,14133.62393
Sarah,Flores,sarah.flores@hotmail.com,2014-10-29T14:50:29.851+04:00,Mitsubishi,Mirage,19773.14063
Stephen,Rivera,stephen_rivera@ymail.com,2012-09-22T05:19:12.739+04:00,BMW,X5,41351.9677
Theodore,Thomas,tr@rocketmail.com,2018-02-18T21:22:31.135+04:00,Chevrolet,Silverado 2500 HD Extended Cab,43784.96285
Sophia,Howard,sophia34@yahoo.com,2020-02-15T07:51:26.515+04:00,Lexus,LX,45487.88671
Gabriel,Brown,g_a_brown@hotmail.com,2021-01-25T19:32:29.948+04:00,INFINITI,Q,70513.17443
Patrick,Wright,patrick@yahoo.com,2022-01-30T16:42:54.546+04:00,Dodge,Ram 1500 Mega Cab,14756.42343
Patrick,Thomas,patrick_james_thomas@yahoo.com,2020-10-14T05:48:58.982+04:00,Chevrolet,TrailBlazer,1437.814035
Olivia,Williams,oliviawilliams@rocketmail.com,2014-03-15T05:38:21.474+04:00,Ford,Escape,15082.61212
Emily,Patterson,emily@ymail.com,2013-06-17T09:46:23.531+04:00,INFINITI,Q,29547.33046
Brian,Robinson,brian.robinson@aol.com,2020-08-27T14:06:21.404+04:00,Dodge,Ram 50 Regular Cab,58690.9049
Andrew,Wood,a_d_wood@ymail.com,2014-12-07T17:43:24.065+04:00,Jeep,Cherokee,42522.96071
Charles,Long,charleslong60@gmail.com,2010-07-28T06:35:03.035+04:00,BMW,2 Series,22398.94438
Jonathan,Miller,jmiller@live.com,2015-07-20T05:24:59.234+04:00,Pontiac,Montana,5164.533991
Maria,Reed,mmreed@yahoo.com,2019-05-29T06:13:11.221+04:00,Cadillac,Escalade,64894.83247
Jose,Taylor,j_m@rocketmail.com,2010-01-21T17:15:30.309+04:00,Dodge,Charger,3401.634647
Natalie,Price,natalie@ymail.com,2010-02-11T06:16:08.902+04:00,Dodge,Dakota Regular Cab,2911.133314
Ava,Gray,avagray@yahoo.com,2018-05-09T18:11:37.204+04:00,Ford,Ranger Regular Cab,13908.39689
Olivia,Parker,olivia.parker92@ymail.com,2021-05-25T22:27:05.029+04:00,Dodge,Dakota Regular Cab,25006.79814
Brian,Lewis,b.f.lewis@live.com,2022-04-17T11:07:09.327+04:00,GMC,Sierra 1500 Extended Cab,16949.56359
Brandon,Baker,brandon_j@aol.com,2011-05-06T15:58:12.144+04:00,Volkswagen,Jetta,3865.100941
Kayla,Torres,krtorres@gmail.com,2022-04-01T14:25:32.828+04:00,Chevrolet,Metro,79973.98976
Sebastian,Anderson,sebastianwanderson@outlook.com,2015-01-07T18:51:42.776+04:00,Ram,2500 Mega Cab,34827.55973
Lauren,Bailey,laurenbailey@ymail.com,2019-01-21T15:05:09.294+04:00,Subaru,BRZ,13320.08454
Henry,Brooks,henry_r_brooks@rocketmail.com,2020-12-01T22:32:39.605+04:00,Volkswagen,CC,19163.53896
Zachary,Bennett,z.e.bennett@ymail.com,2016-03-17T04:28:17.826+04:00,Mitsubishi,Lancer,30112.85735
William,Rivera,w.j89@rocketmail.com,2016-09-04T05:20:01.577+04:00,Ferrari,612 Scaglietti,47839.67207
Grace,Hill,grace@rocketmail.com,2015-07-26T14:35:54.016+04:00,Audi,A8,5806.231407
Ava,Kelly,avam@rocketmail.com,2019-12-01T03:52:45.839+04:00,Pontiac,Firebird,47512.9803
Rachel,Anderson,r.l.anderson@hotmail.com,2019-05-07T23:49:27.122+04:00,Jaguar,XJ,34493.76884
Zachary,Gray,z_gray@live.com,2016-04-04T14:37:19.844+04:00,Buick,Enclave,66370.57112
Oliver,White,oliverawhite93@gmail.com,2010-03-05T09:21:01.374+04:00,Plymouth,Neon,18640.53533
Samantha,Jones,sjones@gmail.com,2021-10-03T22:32:00.709+04:00,Audi,allroad,2727.150583
Emily,Anderson,emilyireneanderson24@yahoo.com,2022-01-12T08:31:32.801+04:00,Nissan,Rogue,72137.50739
Evelyn,Anderson,evelyn_michelle_anderson@rocketmail.com,2016-12-07T09:09:23.512+04:00,Nissan,Sentra,42505.60981
Courtney,Foster,cmfoster@live.com,2020-02-13T04:33:56.355+04:00,Chevrolet,Silverado 1500 Crew Cab,9682.835568
Charles,Clark,cfclark@yahoo.com,2020-12-04T13:20:13.316+04:00,Mercedes-Benz,S-Class,20668.54493
Alexis,Bennett,alexis.rose.bennett60@hotmail.com,2013-10-19T14:13:24.174+04:00,HUMMER,H2,44776.03809
Adam,Brooks,a_s@aol.com,2021-01-16T18:31:23.267+04:00,Dodge,Ram Van 3500,91313.99858
Anthony,Cooper,a.cooper@live.com,2017-02-21T05:59:58.749+04:00,BMW,M3,13530.49913
David,Wright,david_wright@live.com,2019-03-23T11:21:41.718+04:00,Toyota,Celica,12361.28914
Alyssa,Clark,alyssa.clark@ymail.com,2010-06-07T10:56:11.072+04:00,Chevrolet,Astro Passenger,10517.90065
Michelle,Young,michelleiyoung@outlook.com,2010-01-31T20:33:40.118+04:00,Nissan,TITAN XD Single Cab,42305.87076
Michael,Simmons,michael_andrew_simmons62@aol.com,2015-01-27T21:58:28.348+04:00,MINI,Countryman,51616.32342
Tyler,Cooper,tyler_t_cooper89@yahoo.com,2017-08-09T12:46:58.309+04:00,Volvo,C70,58546.81931
Brian,Hughes,brian_hughes@aol.com,2012-06-26T22:51:59.478+04:00,Chevrolet,Tahoe,8453.590559
Robert,Young,r.young@hotmail.com,2013-12-30T09:28:52.144+04:00,Land Rover,Range Rover,30395.58477
Kaitlyn,Long,kk34@outlook.com,2018-10-28T06:33:42.877+04:00,Ford,Econoline E150 Cargo,14553.41482
Evelyn,Henderson,e_henderson@gmail.com,2014-03-14T05:27:08.666+04:00,Nissan,GT-R,41994.29169
Rebecca,Brown,rsbrown@ymail.com,2018-02-06T13:34:07.880+04:00,Audi,TT,10725.53766
Brian,Richardson,b_e_richardson@live.com,2014-03-15T00:56:48.995+04:00,Ford,F350 Regular Cab,38137.71116
Aiden,Brooks,ambrooks@rocketmail.com,2015-04-15T13:36:08.605+04:00,Porsche,911,7830.316561
Tyler,Morris,tyler_morris17@live.com,2018-06-21T13:49:06.722+04:00,Toyota,Tundra Regular Cab,37993.68637
Oliver,Harris,oharris@hotmail.com,2021-08-17T23:49:52.100+04:00,Mitsubishi,Montero,395.5206097
Zachary,Morris,zmorris@rocketmail.com,2019-06-26T08:29:55.923+04:00,Jeep,Patriot,7433.571782
Michael,Jackson,mjackson@gmail.com,2010-06-07T17:15:52.700+04:00,GMC,Savana 3500 Passenger,3137.674518
William,Moore,wgmoore@hotmail.com,2011-10-09T17:53:18.278+04:00,Kia,Rondo,15574.97989
Matthew,Hill,matthewandrewhill@rocketmail.com,2016-11-12T11:12:19.067+04:00,Chevrolet,Trax,33512.00681
Aubrey,Rivera,a_rivera@gmail.com,2020-06-28T03:40:40.012+04:00,Acura,ILX,9313.285607
Jose,Hayes,j_j_hayes@yahoo.com,2020-03-10T06:16:54.925+04:00,Pontiac,Grand Prix,1266.497345
Eric,Carter,e.carter@live.com,2017-07-04T17:14:53.086+04:00,Land Rover,Freelander,8648.314224
Sarah,Ross,sarahannross@aol.com,2019-08-11T00:42:35.565+04:00,Mercedes-Benz,SLK-Class,12921.5944
Steven,Wilson,sawilson@outlook.com,2013-06-29T13:52:02.668+04:00,Ford,F250 Super Duty Crew Cab,72134.04966
Justin,Johnson,jjohnson@yahoo.com,2015-07-03T09:30:19.520+04:00,Porsche,911,18000.83183
Joseph,Jackson,josephajackson@gmail.com,2021-10-18T07:46:16.541+04:00,Mitsubishi,Eclipse,2872.583198
Owen,Collins,owenrcollins@yahoo.com,2011-05-05T06:52:21.584+04:00,Volvo,S40,25392.14852
Dylan,Williams,d_m_williams@gmail.com,2021-06-12T14:21:27.526+04:00,Ford,F350 Super Duty Regular Cab,8222.500379
Lillian,Torres,l_m_torres@yahoo.com,2011-05-04T09:27:06.621+04:00,Chrysler,Concorde,69714.86131
Daniel,Flores,daniel.c.flores@hotmail.com,2016-10-20T23:07:20.739+04:00,Dodge,Ram 1500 Regular Cab,17012.19515
Abigail,Smith,ar@live.com,2013-08-13T00:30:36.583+04:00,Toyota,Sequoia,9245.162177
Dylan,Adams,d_adams@rocketmail.com,2022-06-24T16:49:32.430+04:00,Chevrolet,Sportvan G10,2510.901672
Dylan,Anderson,dcanderson@gmail.com,2013-03-07T14:33:29.491+04:00,Chevrolet,Malibu,922.2973151
Oliver,Foster,oliver_joseph_foster@ymail.com,2011-04-05T01:16:08.722+04:00,Ford,Fiesta,43972.59105
Isabella,Campbell,isabella_renee_campbell@rocketmail.com,2013-12-01T16:55:02.254+04:00,Mitsubishi,Galant,42827.05929
Megan,Evans,meganjaneevans@aol.com,2010-11-21T23:13:00.804+04:00,Ford,F250 Regular Cab,25213.19985
Jeremy,Bell,jeremy@gmail.com,2017-03-19T18:05:21.482+04:00,Volkswagen,Golf,16553.06506
Jonathan,Clark,jonathan.joseph.clark@rocketmail.com,2019-07-14T09:35:25.998+04:00,GMC,Sonoma Extended Cab,24223.93981
Austin,Sanders,austin.wayne.sanders50@hotmail.com,2016-01-26T21:09:38.381+04:00,Dodge,Grand Caravan Passenger,36770.29088
Grace,Campbell,gcampbell@hotmail.com,2020-01-23T11:03:42.799+04:00,Audi,A6,61943.2116
Abigail,Wright,abigail@ymail.com,2012-08-22T13:08:22.936+04:00,Mercedes-Benz,S-Class,46297.51407
Justin,Martinez,justin.martinez@yahoo.com,2019-10-10T13:52:10.597+04:00,Chrysler,Sebring,39421.75753
Jasmine,Wright,j_wright@gmail.com,2014-03-19T01:09:35.182+04:00,INFINITI,QX,7717.648152
Benjamin,Robinson,b_a_robinson@outlook.com,2019-06-23T20:57:57.919+04:00,Chevrolet,Uplander Cargo,9611.684379
Jonathan,Gonzales,j.gonzales@aol.com,2019-10-17T10:38:02.809+04:00,Ford,Escape,1639.094656
Lillian,Jones,lillianlynnjones6@ymail.com,2019-02-09T19:29:37.132+04:00,MAZDA,CX-9,40232.67127
Grace,Moore,gracemmoore52@outlook.com,2011-11-17T17:24:03.330+04:00,Toyota,MR2,23634.8299
Christina,Taylor,christina_ruth_taylor55@ymail.com,2010-01-26T08:57:40.722+04:00,Chrysler,Voyager,19367.14449
John,Powell,john_powell@yahoo.com,2012-07-27T18:22:58.977+04:00,Mitsubishi,Galant,37183.48443
Steven,Wright,steven.henry.wright@outlook.com,2018-06-03T10:11:23.405+04:00,Lexus,LX,17470.08737
Mark,Bailey,mark.bailey@gmail.com,2021-09-16T21:56:36.301+04:00,Saab,5-Sep,15441.60458
Austin,Griffin,a_griffin70@hotmail.com,2017-07-14T03:41:02.400+04:00,Dodge,Caravan Passenger,6416.620012
Owen,Butler,o.butler@ymail.com,2011-07-29T04:21:31.528+04:00,Bentley,Mulsanne,19825.27281
Mark,Clark,mclark@aol.com,2010-10-29T19:28:26.001+04:00,FIAT,500c,56826.91679
Emily,Watson,emilymae@outlook.com,2019-08-07T11:02:43.588+04:00,Audi,A4,14870.92612
Lauren,Turner,laurenleeturner@aol.com,2013-09-17T10:30:53.574+04:00,GMC,Yukon,22363.02691
Megan,Perez,mn@rocketmail.com,2015-12-17T13:55:57.840+04:00,Nissan,Regular Cab,9946.152074
Jessica,Perez,jessica_m_perez@yahoo.com,2021-05-30T10:55:23.110+04:00,Ford,Taurus,34151.06327
Courtney,Cook,cjcook@aol.com,2020-02-21T20:14:32.066+04:00,Toyota,Matrix,32536.94244
Victoria,Bell,vbell@aol.com,2017-04-21T06:23:24.550+04:00,Suzuki,Vitara,25390.91575
Heather,White,h.l.white@aol.com,2019-09-03T04:42:03.627+04:00,Dodge,Ram 1500 Crew Cab,22982.12544
Mateo,Powell,m_g_powell@aol.com,2011-08-06T05:25:09.634+04:00,Volkswagen,e-Golf,19524.60561
Sean,Carter,seancarter@outlook.com,2011-02-13T04:48:35.435+04:00,Ford,Escape,8966.763875
Jeremy,Murphy,jmurphy@outlook.com,2012-02-28T13:38:24.468+04:00,Land Rover,Range Rover,41630.04837
